,tce_ror,av_vf_afp,tce_incl,tce_duration,tce_sma,tce_ldm_coeff4,tce_model_snr,tce_ingress,tce_max_sngle_ev,tce_impact,tce_depth,av_vf_ntp,av_pp_ntp
0,0.0027042662,99.4727,25.04,2.392,0.01877,0.2972176,2.95,0.04453,4.959,0.926,6.092,0.5241,0.0776
1,0.005439672,19.3632,86.17,2.122,0.02187,0.1660276,10.6,0.01228,3.914,0.2563,34.53,75.5253,91.5978
2,0.0053570051,16.8867,74.42,1.521,0.01766,0.2176708,8.302,0.01581,7.494,0.7,29.68,80.6298,94.8242
3,0.0048057828,99.7779,88.13,2.181,0.01877,0.2972176,11.95,0.01053,5.621,0.09536,27.1,0.2096,0.0677
4,0.011713396,4.1121,90.0,12.01,1.546,0.3250118,3.719,0.139,15.24,0.00319,161.3,91.3627,98.5838
5,0.11489522,19.2652,89.91,2.078,0.07859,-0.4371792,473.3,0.2147,113.0,0.05677,16310.0,0.4803,2.1923
6,0.0050458702,1.0272,82.19,7.509,0.03654,0.3250118,9.239,0.04141,6.832,0.3,29.41,98.9475,99.0032
7,0.014152152,98.7528,88.45,3.399,0.05205,-0.5344602,15.25,0.05205,4.69,0.3,246.5,0.2367,0.0765
8,0.41776277,92.52,85.9,4.804,0.07493,0.4306218,2368.0,10.66,495.7,0.9829,76500.0,2.6919,1.1974
9,0.26789425,79.0037,79.49,4.606,0.0472,0.4306218,1311.0,2.303,170.4,0.9991,28810.0,9.1847,6.6334
10,0.0059114271,15.3515,86.79,5.53,0.04184,0.379668,11.97,0.03392,3.323,0.2052,40.43,80.4146,95.1343
11,0.0077313756,6.3528,12.39,1.626,0.02636,0.379668,11.52,0.7649,6.68,0.9948,31.94,93.2192,98.4428
12,0.010525716,19.9649,84.7,1.448,0.01374,0.0853638,10.86,0.01645,15.42,0.2898,129.3,76.1077,92.3372
13,0.031580483,10.2498,89.86,1.277,0.1401,-0.5658316,101.3,0.04333,23.83,0.318,1221.0,0.1077,0.9553
14,0.0043276178,91.8256,62.01,3.354,0.01913,0.0002518,4.058,0.02918,6.567,0.712,19.39,6.3658,2.0293
15,0.011363371,99.3521,28.19,3.332,0.01913,0.0002518,15.23,0.1802,4.422,0.895,111.3,0.6261,0.079
16,0.0081488352,99.2034,87.46,3.188,0.01913,0.0002518,18.36,0.02603,5.347,0.1,79.63,0.6279,0.0791
17,0.0090518902,98.9912,62.14,1.399,0.02118,0.3025464,11.18,0.06443,4.18,0.9013,71.9,0.8974,0.0892
18,0.0095941849,97.0384,77.27,1.361,0.02118,0.3025464,14.42,0.02516,6.83,0.7002,94.81,2.8225,0.6822
19,0.02952787,52.8551,88.16,1.113,0.0501,-0.4978238,137.9,0.06198,27.41,0.7064,890.7,6.5035,17.2313
20,0.0084950296,9.1811,26.75,4.175,0.02957,0.3025464,10.3,0.1977,4.323,0.9104,62.76,90.561,97.9136
21,0.0048594005,7.8049,76.06,3.461,0.02314,0.2176708,9.234,0.02228,4.474,0.5,26.43,92.1141,98.1647
22,0.0051770702,99.7202,49.33,2.349,0.01877,0.2972176,8.812,0.05053,4.885,0.8744,24.27,0.2798,0.0721
23,0.0035302209,10.2165,81.19,1.408,0.01378,0.1660276,5.218,0.005981,7.186,0.4156,14.14,88.6209,97.5565
24,0.016107057,99.7898,65.47,2.897,0.01855,0.3521146,16.21,0.0776,3.963,0.644,275.1,0.1482,0.0763
25,0.0044584673,8.0186,79.43,3.33,0.02726,0.3426902,8.124,0.01989,6.389,0.5077,22.04,90.3254,97.9898
26,0.14085155,81.3504,84.59,1.632,0.01851,-0.3782268,663.3,0.2612,94.61,0.5078,23050.0,2.0419,6.2334
27,0.0039820732,70.7907,88.24,1.421,0.0159,0.3481512,15.74,0.005698,12.89,0.1038,18.43,23.1004,19.0027
28,0.0022943664,8.5581,31.22,2.16,0.02004,-0.0054406,10.12,0.02578,20.0,0.9,4.77,91.2567,98.0297
29,0.0030920677,95.1112,83.98,3.159,0.03181,-0.0054406,17.03,0.01088,5.188,0.3246,10.65,4.7926,1.3353
30,0.0036590295,96.7692,79.09,2.005,0.03181,-0.0054406,20.18,0.01428,5.716,0.7,13.77,2.6891,0.6442
31,0.0051467555,1.9554,45.18,8.03,0.04286,0.206524,8.974,0.2097,6.6,0.8989,23.09,97.9286,98.878
32,0.006332059,6.4929,87.3,6.716,0.05218,0.4218842,10.48,0.04402,4.449,0.2008,46.86,91.8765,98.2947
33,0.0082259636,14.0549,89.99,10.76,0.1602,-0.122164,9.339,0.08783,8.445,0.004853,82.34,4.481,5.9825
34,0.012940222,7.0908,13.5,2.232,0.02935,0.2283484,13.29,2.233,4.206,0.9973,60.83,92.4857,98.2917
35,0.0061797456,99.4898,68.08,4.822,0.04659,0.2283484,6.253,0.152,3.914,0.9,33.27,0.5007,0.0775
36,0.0074979887,96.6887,32.17,7.093,0.04659,0.2283484,11.8,0.5995,4.204,0.9584,42.58,3.2927,0.829
37,0.015831981,11.6432,57.49,1.854,0.01857,0.4270188,11.01,0.1429,10.51,0.9,220.6,88.0765,97.3651
38,0.28490678,99.8976,89.57,7.5,0.08974,0.0385542,-1.0,1.676,1955.0,0.1,354100.0,0.071,0.0081
39,0.41664105,93.0609,76.38,18.64,0.08974,0.0385542,1316.0,9.32,199.6,0.9992,71520.0,5.6832,1.705
40,0.028834895,8.7493,89.91,9.138,1.121,-0.391372,6.595,0.339,6.404,0.5014,955.9,79.4943,93.7265
41,0.033761186,63.0498,89.87,2.33,0.1109,0.2041058,102.6,0.07683,18.2,0.1,1343.0,0.3777,3.8437
42,0.0082424638,98.9342,69.52,1.385,0.01493,0.3215816,6.968,0.02203,4.318,0.7,70.02,0.9503,0.092
43,0.03118325,0.3618,89.53,4.737,0.1716,-0.2122936,22.53,0.161,5.663,0.3372,1149.0,0.0234,0.0
44,0.012449246,17.5423,89.42,15.21,0.1577,0.167098,8.8,0.1892,5.605,0.1083,183.0,72.6838,88.3762
45,3.8372029e-05,24.7005,27.65,1.789,0.0192,-0.043288,0.001844,0.0005074,17.6,0.9299,0.001231,73.8289,89.5276
46,0.0053942409,97.9493,70.35,4.885,0.04748,0.422197,4.795,0.1179,4.84,0.8842,26.23,2.0195,0.4366
47,0.006302135,98.4896,37.65,7.943,0.04747,0.422197,8.384,0.4255,4.903,0.9426,32.21,0.8671,0.088
48,0.0096718841,12.4598,39.99,6.558,0.04515,0.0018762,7.782,0.3922,3.956,0.9207,80.86,85.6516,96.9062
49,0.007075093,95.8035,74.93,2.489,0.01982,0.0018762,6.405,0.02338,4.235,0.5038,54.92,4.1904,1.1293
50,0.0047403749,15.5358,89.23,6.848,0.01935,-0.4620324,9.769,0.03232,5.457,0.01462,28.06,84.3001,95.9132
51,0.0029388135,95.7851,76.79,5.695,0.04019,-0.0791284,9.827,0.02225,9.104,0.5005,9.616,4.0263,1.0748
52,0.0035162937,99.1347,41.98,4.979,0.04018,-0.0791284,11.02,0.09916,3.138,0.9094,10.66,0.8435,0.0866
53,0.1174019,93.5227,87.23,7.328,0.2555,0.0091928,544.5,3.664,178.7,0.9999,4906.0,0.0636,0.0169
54,0.0070977435,7.4623,75.38,4.822,0.0285,0.2449562,7.039,0.04494,7.793,0.4955,55.95,92.4608,98.2298
55,0.012577109,9.0978,77.44,7.312,0.05929,0.2449562,12.4,0.1772,4.277,0.7026,164.1,90.4497,97.9135
56,0.010990393,5.7103,65.44,8.768,0.04525,0.2449562,10.32,0.1975,6.513,0.7233,124.0,94.2007,98.597
57,0.0080573784,98.6832,66.16,6.319,0.03071,0.0214924,9.857,0.09644,10.78,0.6929,67.94,1.3106,0.1254
58,0.0076388343,96.8524,89.11,6.076,0.03071,0.0214924,11.81,0.04613,6.555,0.03826,69.77,3.1103,0.7749
59,0.0050264557,53.1897,89.81,5.362,0.01956,0.073744,11.61,0.02682,16.76,0.004675,30.11,46.5192,42.8503
60,0.0056588258,59.7968,15.34,1.23,0.01882,-0.1617616,5.537,0.3048,4.729,0.991,18.12,38.3914,32.7271
61,0.041204569,2.8667,89.98,11.28,1.159,-0.541298,6.192,0.4522,12.72,0.1166,2197.0,89.8238,97.7914
62,0.036111927,12.0547,89.89,6.614,0.773,-0.541298,4.783,0.3293,12.17,0.5573,1501.0,70.6506,88.0087
63,0.0041518743,11.2185,60.09,5.705,0.03033,0.1041224,8.096,0.04602,5.666,0.6996,17.88,88.3295,97.4506
64,0.0059942988,10.8132,82.83,7.168,0.03058,0.2752792,10.72,0.04557,4.486,0.2512,41.9,88.718,97.5466
65,0.021335314,2.3887,88.96,3.019,0.07443,-0.5060664,45.52,0.07213,11.55,0.3583,549.4,0.2004,0.2648
66,0.018203281,3.533,89.85,6.691,0.3289,-0.5060664,14.03,0.1262,5.82,0.2298,409.8,0.1754,0.3736
67,0.02144353,0.532,87.92,4.779,0.1749,-0.1286606,36.34,0.3439,10.2,0.8502,421.7,0.0534,0.0001
68,0.021809819,1.5096,89.42,6.621,0.3811,-0.1286606,28.78,0.283,8.581,0.7151,492.0,0.0765,0.0394
69,0.0049031405,12.7164,39.41,1.489,0.01593,0.1420584,2.289,0.03756,4.806,0.9003,21.16,86.8215,97.0132
70,0.010358852,7.5086,86.81,5.193,0.0234,0.1420584,9.165,0.05353,3.481,0.07454,125.1,92.3574,98.22
71,0.013566895,94.9727,87.29,4.5,0.02528,0.3097816,-1.0,0.06083,4.347,0.1,214.5,5.0148,1.4129
72,0.011529427,99.0379,75.02,4.36,0.02528,0.3097816,12.18,0.06545,4.338,0.4934,147.6,0.9339,0.0911
73,0.014734248,6.787,60.88,4.918,0.04118,0.3834464,9.774,0.3547,4.874,0.9,192.5,93.0486,98.363
74,0.0055764939,8.5838,54.75,2.367,0.02211,0.2497272,11.39,0.06753,5.66,0.9,27.17,87.8926,97.8143
75,0.009557958,98.6723,21.83,5.294,0.046,0.2497272,10.06,1.238,2.87,0.9837,60.6,1.2838,0.1211
76,0.0056683875,96.6339,58.31,6.282,0.046,0.2497272,7.269,0.191,4.522,0.9051,27.88,3.3599,0.8497
77,0.006634174,99.7473,36.47,2.344,0.01817,0.2914774,13.81,0.07854,4.174,0.8992,38.8,0.2401,0.0675
78,0.0048142899,7.6209,83.66,5.273,0.03136,0.248792,9.4,0.02713,4.792,0.2627,26.75,92.3255,98.1993
79,0.0040886696,7.5095,87.82,3.532,0.01508,0.248792,10.26,0.01441,4.209,0.04668,19.52,92.21,98.2176
80,0.0050787238,97.887,67.21,1.891,0.02202,0.0036564,21.75,0.01927,8.246,0.7118,26.4,1.8428,0.375
81,0.011582195,98.3167,71.46,1.342,0.0161,0.1079876,14.48,0.03087,17.36,0.7128,137.4,1.618,0.257
82,0.011627248,2.5195,89.7,5.656,0.2304,-0.0433128,11.4,0.07089,12.46,0.2896,159.7,0.0381,0.0
83,0.009193555,99.4621,76.9,1.11,0.01475,0.146332,10.6,0.02006,6.732,0.7073,86.57,0.4911,0.0775
84,0.0091634444,99.6355,83.68,0.8888,0.01475,0.146332,10.16,0.01097,4.124,0.5165,91.77,0.327,0.0737
85,0.020176247,91.6426,87.22,0.9807,0.01726,-0.4697314,49.56,0.0219,4.757,0.3418,481.3,1.5902,1.33
86,0.19190552,97.0505,85.7,10.08,0.06739,0.2980704,4074.0,1.82,661.2,0.3557,41850.0,1.1783,0.1478
87,0.080759349,54.2033,69.4,9.121,0.04245,0.2980704,698.8,1.197,91.82,0.6804,6821.0,41.2637,34.2067
88,0.013381657,98.1918,69.91,15.24,0.06739,0.2980704,21.43,0.3864,4.279,0.6968,186.3,1.5634,0.2263
89,0.012044633,99.1575,87.97,15.0,0.06739,0.2980704,-1.0,0.1803,5.571,0.1,169.4,0.7182,0.0816
90,0.0098604833,88.1238,84.59,21.53,0.1108,0.2041058,15.64,0.2533,3.639,0.4145,111.0,6.5499,2.2331
91,0.010831488,98.6786,12.76,1.656,0.03341,-0.0009356,16.95,0.8769,6.414,0.9938,68.27,1.2868,0.1215
92,0.010146611,98.0856,13.42,1.8,0.03341,-0.0009356,20.39,0.6482,3.989,0.9901,73.1,1.8494,0.376
93,0.01569895,0.2228,89.96,2.587,1.263,0.0454856,6.684,0.07629,9.166,0.6951,256.9,99.5442,99.5071
94,0.0047904988,95.2001,85.72,1.905,0.03922,-0.035066,14.1,0.01228,4.729,0.5113,25.29,4.555,1.2565
95,0.0041278064,96.2043,88.04,1.789,0.03922,-0.035066,10.77,0.007969,5.488,0.2785,19.51,3.033,0.7552
96,0.01539482,98.3051,29.47,3.286,0.03055,-0.098889,16.74,1.189,31.46,0.985,143.3,1.5981,0.2456
97,0.0099539447,99.2527,67.12,2.967,0.01982,0.0018762,12.71,0.04484,5.361,0.5926,106.4,0.7411,0.0823
98,0.0079083788,28.4423,72.93,1.058,0.01752,-0.1068172,11.08,0.0432,12.7,0.9023,51.96,6.8636,12.5254
99,0.019882697,54.6524,62.28,1.301,0.01524,-0.2420112,19.98,0.1237,10.68,0.9001,330.1,21.6242,20.4422
100,0.013688422,28.9839,82.12,6.833,0.03129,-0.2420112,10.59,0.1013,4.206,0.3,223.3,69.1793,84.8779
101,0.0069983282,96.4501,74.87,15.45,0.07673,0.2592354,10.78,0.2054,4.199,0.6932,51.14,3.5375,0.9063
102,0.0064289343,9.7874,35.22,10.85,0.04834,0.2592354,10.78,0.3907,4.099,0.9098,35.41,89.2925,97.6575
103,0.012933646,33.3174,85.42,1.957,0.04973,0.2917824,9.395,0.04438,6.582,0.6653,175.5,58.2404,63.3402
104,0.005821721,7.6693,25.89,14.39,0.06517,0.2917824,3.044,0.4278,3.087,0.9,30.01,91.8929,98.1766
105,0.0044346749,99.4724,78.54,3.172,0.01975,0.4057316,11.41,0.01632,5.358,0.3776,22.2,0.5245,0.0776
106,0.014106421,21.4349,79.28,1.064,0.02001,0.1035748,9.05,0.02934,5.204,0.7088,203.1,74.147,90.6641
107,0.0080052222,14.6668,89.28,3.803,0.02257,0.2449562,5.056,0.03022,4.85,0.02521,74.76,82.888,95.9505
108,0.070131742,9.9324,89.78,5.972,0.3112,-0.5555552,114.5,0.4426,56.72,0.3516,6092.0,0.4119,1.2024
109,0.0078794932,25.3343,89.9,5.315,0.01957,0.1264144,10.15,0.04155,4.782,0.00237,73.82,74.3351,89.5726
110,0.0068439651,3.3235,62.69,5.135,0.04247,0.2507266,9.209,0.192,36.01,0.9076,40.27,96.1378,98.8573
111,0.013383479,6.5079,83.96,1.925,0.01616,0.1937534,13.94,0.02695,6.675,0.2391,206.4,93.4236,98.4197
112,0.016731944,95.1091,88.41,1.251,0.01365,-0.2420112,9.253,0.02079,5.783,0.1,336.0,3.5898,0.938
113,0.014420838,87.3231,89.82,0.6458,0.01364,-0.2420112,2.718,0.009185,5.25,0.02164,240.0,11.6553,6.8064
114,0.013583398,5.807,84.67,1.293,0.04544,0.129502,20.41,0.0806,10.04,0.8918,160.5,0.231,0.5889
115,0.013531627,6.6445,88.82,1.44,0.1104,-0.3513478,26.93,0.06716,8.08,0.8503,164.5,0.2398,0.6727
116,0.026214609,23.4587,15.78,4.379,0.03238,0.3097816,14.61,1.552,4.413,0.9736,490.0,73.5513,90.1512
117,0.0484118,1.6138,89.83,3.797,1.177,0.200259,8.052,2.939,55.92,0.9848,1106.0,96.736,98.7624
118,0.0077322526,11.6604,79.21,1.918,0.01924,0.3144968,13.24,0.01957,7.485,0.5,65.75,86.3498,97.1589
119,0.012793801,9.1435,86.58,3.036,0.04557,-0.009274,62.55,0.04945,7.591,0.4769,185.8,2.0111,3.139
120,0.015859861,22.2645,89.55,9.514,0.1747,-0.4129726,7.172,0.1531,4.408,0.1744,308.7,19.5924,17.0331
121,0.0087244721,99.015,34.21,1.855,0.01608,0.3355462,11.28,0.08471,4.949,0.9042,67.05,0.96,0.0925
122,0.0091921505,99.547,89.82,2.318,0.01608,0.3355462,13.29,0.02112,3.906,0.006181,97.87,0.2016,0.0652
123,0.0020742783,22.8732,42.51,2.75,0.01616,-0.0147508,9.626,0.01243,12.35,0.7371,4.373,76.1226,91.1361
124,0.010865482,9.2754,76.61,3.385,0.02341,0.3834464,8.758,0.04834,4.998,0.5,130.4,90.5801,97.8981
125,0.017313562,8.7085,87.33,2.5,0.01733,0.3834464,-1.0,0.04297,4.118,0.1,346.7,91.1708,98.0038
126,0.03181272,16.5021,57.8,7.416,0.07312,-0.1101468,11.66,3.489,4.439,0.9785,639.7,82.0722,95.1381
127,0.03361444,94.2899,25.98,3.315,0.03515,-0.1101468,12.76,8.847,3.439,0.9989,388.2,5.5407,1.6203
128,0.0036927006,52.3449,85.19,1.316,0.01561,0.0523968,5.588,0.005406,7.048,0.3239,15.79,44.8418,41.0096
129,0.11029488,10.5919,88.96,41.67,1.399,-0.5109188,11.25,20.83,52.42,1.0,3504.0,86.5517,97.4114
130,0.0024065108,8.7328,42.53,6.144,0.02438,0.2789412,4.178,0.03882,4.735,0.7883,5.704,91.0995,97.9986
131,0.0022197973,29.6236,82.23,1.826,0.0132,0.3404948,6.518,0.004487,9.273,0.3142,5.686,69.5768,84.4608
132,0.00761598,30.6536,88.79,14.5,0.1328,-0.122164,9.794,0.1154,4.841,0.2253,69.77,6.6422,13.1112
133,0.0050763971,25.3379,68.01,6.155,0.0233,-0.122164,11.64,0.04654,3.129,0.5777,28.61,73.1059,88.9277
134,0.0044711391,23.1049,81.93,9.04,0.03698,-0.122164,8.83,0.04544,4.521,0.3391,23.67,74.916,90.7678
135,0.0072482047,15.3175,88.02,1.736,0.01523,0.1568872,10.2,0.01257,43.83,0.07712,61.34,83.8415,95.7694
136,0.012969058,14.3669,81.89,1.681,0.01319,0.4270188,10.07,0.02392,4.543,0.3185,191.6,84.9605,96.2422
137,0.13233565,97.3994,80.12,2.649,0.05231,-0.48992,366.2,1.171,120.5,0.9,12680.0,0.6061,0.1542
138,0.026496504,83.8384,84.93,1.916,0.05231,-0.48992,35.63,0.09468,6.263,0.7,730.8,1.4827,4.0954
139,0.008408585,12.5056,64.96,2.0,0.0183,-0.042329,11.94,0.03244,5.899,0.7,73.1,87.4839,97.1255
140,0.5,98.4074,89.97,10.5,0.6518,-0.3150696,-1.0,3.525,2001.0,0.1,471900.0,1.4745,0.1757
141,0.62679814,96.1961,89.75,11.69,0.6518,-0.3150696,1156.0,9.39,877.1,0.8299,235200.0,0.2359,0.2129
142,0.010959965,0.994,85.82,3.075,0.05591,0.019449,30.82,0.05708,6.539,0.6484,128.4,0.0207,0.0
143,0.012920734,0.9079,89.8,3.504,0.1122,0.019449,29.08,0.04515,6.329,0.1,199.2,0.0473,0.0
144,0.03004929,86.8676,88.5,0.9959,0.03881,0.262692,38.98,0.03914,9.194,0.515,989.1,1.8121,3.3866
145,0.024566222,74.6549,86.06,0.7864,0.03881,0.262692,16.37,0.09731,6.099,0.9082,500.2,6.7501,9.367
146,0.034139124,95.6815,72.75,2.273,0.02943,-0.0177662,82.14,0.5297,20.11,0.9403,883.5,0.5734,0.2744
147,0.40283953,98.3588,82.7,3.017,0.03003,-0.2805164,1060.0,1.802,185.2,0.8086,115800.0,0.6309,0.0944
148,0.012402861,30.2934,21.79,6.555,0.04136,0.332961,14.85,0.728,9.322,0.9487,123.8,66.5592,82.0665
149,0.041438321,12.1302,85.99,0.8872,0.02721,0.3399482,37.43,0.1609,8.111,0.9,1447.0,0.3039,1.4176
150,0.013084152,31.3262,17.65,1.366,0.0115,-0.0711908,13.37,0.1715,6.775,0.953,125.7,64.2383,77.5506
151,0.035182881,31.5744,88.13,1.5,0.0124,-0.0711908,-1.0,0.05148,3.787,0.1,1486.0,66.6159,81.215
152,0.014501723,92.4425,61.56,4.317,0.0225,-0.3554752,27.48,0.09583,5.063,0.6009,228.8,6.864,2.2388
153,0.019341247,92.8848,26.5,3.171,0.0225,-0.3554752,17.28,0.294,4.258,0.9,322.6,6.8015,2.1962
154,0.019335557,18.3244,88.14,1.5,0.01744,-0.3554752,-1.0,0.02874,4.358,0.1,440.1,81.107,94.3231
155,0.006507617,79.0874,86.07,2.768,0.05227,0.059056,10.98,0.04303,216.1,0.7667,42.23,6.676,6.8227
156,0.0064909307,9.0366,86.08,3.182,0.03786,0.2974402,12.77,0.02354,5.89,0.3592,48.11,86.8951,97.638
157,0.0039269398,99.8355,35.63,2.875,0.01975,0.4057316,9.44,0.0496,6.553,0.8811,14.04,0.1583,0.0742
158,0.024789474,0.6391,89.56,3.307,0.09819,-0.48611,36.7,0.08372,6.226,0.2137,758.7,0.0,0.0
159,0.0032278503,98.9249,20.18,2.177,0.0205,0.3019098,2.282,0.05861,5.334,0.9398,8.625,1.0031,0.095
160,0.0025500229,97.101,81.26,6.151,0.02049,0.3019098,1.623,0.01601,3.806,0.152,7.499,2.7942,0.6736
161,0.0060114752,46.0835,87.65,4.51,0.01969,0.2143116,10.02,0.02707,4.834,0.06743,42.67,53.5798,55.7523
162,0.0092956605,59.9777,89.9,5.039,0.01809,0.0963296,11.14,0.04641,9.476,0.002539,103.5,39.3407,33.2017
163,0.006573666,67.704,80.39,3.561,0.01887,-0.0859986,10.5,0.02608,4.972,0.3298,50.8,31.9919,27.3812
164,0.026155652,2.533,88.72,1.884,0.05407,-0.2634496,51.9,0.06145,9.551,0.4735,811.4,0.0737,0.0455
165,0.0095985084,65.5831,80.75,1.876,0.0256,0.030838,12.82,0.03634,5.578,0.7169,94.73,2.1471,11.1452
166,0.022987497,17.7811,89.79,25.77,1.25,-0.0011276,9.841,0.7468,9.892,0.4792,599.7,56.3697,72.4857
167,0.0073150649,7.7032,83.41,2.607,0.03355,-0.0760318,14.12,0.02951,6.904,0.6008,58.45,1.2638,1.2304
168,0.019315437,30.8484,89.16,1.371,0.02318,-0.1970964,7.014,0.02614,14.99,0.0771,434.5,61.3341,69.8022
169,0.010117133,23.4979,60.62,12.71,0.06963,0.1221992,7.649,0.6332,10.79,0.8982,88.84,70.813,86.5458
170,0.034084021,41.4609,83.78,0.9358,0.01832,-0.1192706,35.04,0.05517,58.58,0.6748,1202.0,46.0768,42.7911
171,0.0029225647,6.2287,53.07,2.431,0.02028,0.129466,3.985,0.02606,7.083,0.8546,7.956,93.5771,98.4809
172,0.005720521,13.2506,55.17,3.716,0.0322,0.129466,10.43,0.1104,4.658,0.9017,28.74,85.1256,96.6211
173,0.046315231,0.8155,89.9,3.95,1.107,-0.5416238,4.948,0.6303,18.51,0.8679,1836.0,98.0019,98.8916
174,0.0051565209,97.3651,55.8,3.723,0.0333,-0.3790884,4.468,0.1204,5.364,0.9195,20.98,2.5457,0.5966
175,0.0031491754,97.602,72.88,11.41,0.0333,-0.3790884,5.4,0.0412,3.978,0.3623,11.89,2.1944,0.4973
176,0.00028179402,87.4702,76.18,0.5097,0.03421,0.3721792,0.003663,0.007377,6.344,0.9904,0.04821,12.2988,7.513
177,0.032364734,99.8053,24.66,3.492,0.03515,-0.1101468,16.42,4.046,4.649,0.9949,419.7,0.1791,0.0707
178,0.0094781261,98.9317,87.53,6.0,0.03515,-0.1101468,-1.0,0.0569,5.115,0.1,104.7,1.0369,0.0971
179,0.00391604,51.8037,89.56,8.951,0.03458,-0.4320748,4.479,0.03493,5.781,0.01781,19.08,46.6151,43.6992
180,0.0066268845,88.3671,84.95,1.867,0.05,-0.0180578,22.12,0.02396,34.68,0.7001,45.21,10.9869,5.9555
181,0.025273508,93.6085,32.58,19.8,0.1186,0.0876128,17.37,17.32,8.064,0.9935,255.0,5.7303,1.7112
182,0.0083857337,92.2457,89.99,17.35,0.1186,0.0876128,9.696,0.1443,2.936,0.0007964,84.41,6.8469,2.2369
183,0.013398894,12.1578,87.48,21.26,0.2423,0.129484,12.38,0.4149,5.101,0.5715,197.5,10.6381,7.7447
184,0.0088559028,98.9348,84.0,1.501,0.01481,0.245988,17.74,0.01425,6.051,0.2761,90.07,1.0372,0.0971
185,0.0050959124,29.6643,88.57,3.49,0.02582,0.0933136,8.836,0.01781,9.158,0.08076,30.92,68.6629,84.0581
186,0.0054333623,7.2479,72.83,2.442,0.01916,0.1169808,7.976,0.02172,6.305,0.6281,31.69,91.8488,98.1509
187,0.0068322093,17.593,86.52,2.986,0.03039,0.1169808,8.88,0.02174,3.592,0.2615,54.49,79.1511,94.2693
188,0.050569048,97.9412,74.58,5.339,0.07084,-0.4821652,33.66,8.728,6.435,0.9957,829.5,0.4993,0.1248
189,0.013946901,20.3301,10.59,1.164,0.01896,-0.042329,18.79,0.3814,4.42,0.9845,132.9,79.2178,93.2357
190,0.0060084961,12.439,82.88,3.279,0.02957,-0.042329,3.195,0.02205,3.566,0.3355,41.1,86.7886,96.9748
191,0.015015725,7.7408,12.09,1.749,0.02359,0.0422048,15.47,0.6418,4.748,0.9856,149.3,92.0144,98.1741
192,0.014349774,8.886,18.87,3.86,0.03118,0.0422048,16.95,0.5131,4.764,0.9516,163.4,90.7155,97.9623
193,0.0052368748,90.44,87.49,4.358,0.05289,0.3697696,8.929,0.0246,5.253,0.2784,31.5,9.2052,3.9121
194,0.0032766264,9.449,26.67,3.993,0.02543,0.3697696,4.884,0.07411,3.048,0.9092,9.357,89.8426,97.7554
195,0.0053489685,98.8958,60.91,7.347,0.05289,0.3697696,9.967,0.1841,3.577,0.8899,25.67,0.9706,0.0932
196,0.073007976,0.9531,89.74,6.118,1.141,-0.5217742,7.379,3.059,12.85,0.9999,1620.0,97.9777,98.8957
197,0.02667153,2.3946,89.92,8.337,1.554,0.146332,6.358,0.3929,10.91,0.6786,748.5,91.2702,98.2334
198,0.024059955,2.9101,89.56,2.238,0.0993,-0.5153256,72.01,0.05835,10.4,0.3177,704.5,0.0119,0.0
